ORDER	SENTENCE	STATUS	WORD	RANK	COUNT	COUNT_REL	INDEX	ID
591	می شود درباره بودجه سال 98 گفت بودجه.	Y	درباره	118	   61,527	0.0852	85.3333	persian_news_2019_00791203
592	بوده است آقای درباره اقدامات انجام شده در سال..	Y	درباره	118	   61,527	0.0852	96	persian_news_2016_00362293
593	کشور کمک می شود وزیر درباره اینکه در پایان..	Y	درباره	118	   61,527	0.0852	108.6667	persian_news_2017_00726662
594	بود خاطرنشان کرد درباره گزارش ارائه شده و با.	Y	درباره	118	   61,527	0.0852	109.1111	persian_news_2019_00310512
595	اساس کار این جلسه اما درباره ایجاد سازمان اقتصادی بود.	Y	درباره	118	   61,527	0.0852	111.4	persian_news_2019_00057742
596	می کردند امروز هم باید با همان.	Y	کردند	119	   61,511	0.0852	91	persian_news_2019_00810102
597	است برخی ها که می کردند باید دوره ما.	Y	کردند	119	   61,511	0.0852	92.3	persian_news_2019_00062120
598	آنها چند سال پيش هم همين کار را کردند.	Y	کردند	119	   61,511	0.0852	93	persian_news_2016_00168632
599	۷ تیم از ایران در این مسابقات شرکت کردند.	Y	کردند	119	   61,511	0.0852	94.125	persian_news_2016_00011884
600	به می کردند وی گفت هر دو متهم در.	Y	کردند	119	   61,511	0.0852	94.2222	persian_news_2019_00303383
601	در اين صورت دو کار مي توان کرد.	Y	مي	120	   60,288	0.0835	91.75	persian_news_2017_00502715
602	‏‎ اگر با نظام هستند و آن را قبول دارند، نظام که دارد کار خود را انجام مي دهد.	Y	مي	120	   60,288	0.0835	121.5625	persian_news_2017_00088331
603	در اين صورت همه راه ها بسته مي شود.	Y	مي	120	   60,288	0.0835	137.1111	persian_news_2017_00502838
604	آنها كار خود را انجام مي دهند.	Y	مي	120	   60,288	0.0835	143.5714	persian_news_2017_00170191
605	اين دوره از رقابت ها، امروز آغاز مي شود و تا ۱۲ خرداد، ادامه خواهد داشت.	Y	مي	120	   60,288	0.0835	143.8	persian_news_2017_00217315
606	که برای این در نظر گرفته شده است نیاز.	Y	گرفته	121	   60,033	0.0831	81.3333	persian_news_2019_00712504
607	در این با اشاره به تلاش های صورت گرفته.	Y	گرفته	121	   60,033	0.0831	83.2	persian_news_2019_00437332
608	اجرای طرح کاهش صورت گرفته است وی با.	Y	گرفته	121	   60,033	0.0831	85.25	persian_news_2019_00023652
609	جشنواره ها و ها در نظر گرفته شود وی..	Y	گرفته	121	   60,033	0.0831	85.375	persian_news_2017_00421967
610	قرار گرفته است رئیس مرکز توسعه کشور گفت دولت..	Y	گرفته	121	   60,033	0.0831	85.4444	persian_news_2017_00706844
611	برگزار شده بود و در پایان این.	Y	برگزار	122	   59,681	0.0827	56.1429	persian_news_2019_00245118
612	را در طی سال برگزار می شود وی..	Y	برگزار	122	   59,681	0.0827	59.375	persian_news_2016_00572202
613	برگزار شد تاکید کرد که این موضوع در..	Y	برگزار	122	   59,681	0.0827	71.75	persian_news_2016_00285618
614	را برگزار می کند و در سال جاری.	Y	برگزار	122	   59,681	0.0827	72	persian_news_2019_00513404
615	این برگزار می شود وی با اشاره به اینکه.	Y	برگزار	122	   59,681	0.0827	73.5	persian_news_2019_00129073
616	به اینکه امسال سال اقتصادی در کشور خواهد بود..	Y	اینکه	123	   59,558	0.0825	71.7778	persian_news_2016_00307498
617	استان ایجاد کرده است با اشاره به اینکه..	Y	اینکه	123	   59,558	0.0825	73.75	persian_news_2017_00059551
618	می کند با اشاره به اینکه در آغاز سال.	Y	اینکه	123	   59,558	0.0825	76.4	persian_news_2019_00735391
619	ها می شود وی با بیان اینکه پرداخت می..	Y	اینکه	123	   59,558	0.0825	77	persian_news_2016_00864898
620	استان هم در این جلسه با بیان اینکه.	Y	اینکه	123	   59,558	0.0825	77.125	persian_news_2019_00061987
621	اقتصادی مردم گفت سال گذشته و امسال..	Y	اقتصادی	124	   58,986	0.0817	78.4286	persian_news_2017_00082974
622	رشد اقتصادی ایران در سال گذشته تنها ۱ درصد بود.	Y	اقتصادی	124	   58,986	0.0817	79.8889	persian_news_2017_00584279
623	و توسعه اقتصادی کشور کمک می کند و این.	Y	اقتصادی	124	   58,986	0.0817	83.75	persian_news_2019_00952245
624	شرکت های مختلف اقتصادی به تهران سفر کرد.	Y	اقتصادی	124	   58,986	0.0817	93.5	persian_news_2016_00647142
625	نرخ رشد اقتصادی در سال ۹۳ سه درصد اعلام شده بود.	Y	اقتصادی	124	   58,986	0.0817	103	persian_news_2017_00846535
626	وزیر خارجه این کشور اعلام کرد برای.	Y	وزیر	125	   58,981	0.0817	74.4286	persian_news_2019_00969488
627	امروز خود با وزیر امور خارجه ایران اشاره کرد.	Y	وزیر	125	   58,981	0.0817	91.5556	persian_news_2019_00119323
628	با حضور رئیس جمهوری و وزیر فرهنگ؛	Y	وزیر	125	   58,981	0.0817	93.8571	persian_news_2019_00203419
629	کرده است معاون وزیر راه و شهر تصریح کرد در..	Y	وزیر	125	   58,981	0.0817	97.3	persian_news_2016_00722484
630	قرار گرفته است معاون توسعه و منابع وزیر کشور..	Y	وزیر	125	   58,981	0.0817	98.3333	persian_news_2017_00706847
631	در از این دو قانون و منابع دیگر.	Y	دیگر	126	   58,965	0.0817	73.375	persian_news_2019_00434937
632	از دیگر افراد این نشست بود وی با.	Y	دیگر	126	   58,965	0.0817	81.875	persian_news_2019_00048073
633	در تهران و های دیگر دانست او با اشاره به.	Y	دیگر	126	   58,965	0.0817	87.5	persian_news_2019_00457121
634	و برخی از دیگر در سطح منطقه هم شرکت.	Y	دیگر	126	   58,965	0.0817	88.3333	persian_news_2019_00945802
635	برنامه دیگر آقای در این سفر است رئیس مجلس.	Y	دیگر	126	   58,965	0.0817	88.7778	persian_news_2019_00246081
636	این موضوع هم بر اساس قانون است.	Y	قانون	127	   58,515	0.081	72.7143	persian_news_2019_00160658
637	البته این یک نظر است اما قانون نیست.	Y	قانون	127	   58,515	0.081	90.125	persian_news_2019_00094712
638	ما هم در وزارت کشور باید قانون انتخابات را اجرا کنیم.	Y	قانون	127	   58,515	0.081	109.9091	persian_news_2019_00744060
639	در ادامه اصلاح قانون انتخابات در مجلس؛	Y	قانون	127	   58,515	0.081	112.3333	persian_news_2019_00432725
640	قانون قانون برنامه و بودجه کشور و..	Y	قانون	127	   58,515	0.081	115.2	persian_news_2017_00703672
641	ديگر اين را چه كار بايد كرد؟	Y	كرد	128	   56,813	0.0787	120.2857	persian_news_2019_00512087
642	در مقابل میزان تولید آن 50 درصد رشد كرد.	Y	كرد	128	   56,813	0.0787	156.375	persian_news_2019_00485962
643	او گفت: مي توان درباره موضوع بحث كرد.	Y	كرد	128	   56,813	0.0787	164.75	persian_news_2017_00187174
644	پرداخت و درباره اينكه چه بايد كرد؟	Y	كرد	128	   56,813	0.0787	187.5714	persian_news_2017_00371004
645	دولت روحانی اعلام كرد ایران حاضر است گاز اروپا را تامین كند.	Y	كرد	128	   56,813	0.0787	196.25	persian_news_2017_00570433
646	خواهد کرد همچنین با تاکید به این که امور..	Y	همچنین	129	   56,808	0.0787	70.4444	persian_news_2017_00473127
647	این کشور از سوی و همچنین دیدار وی با.	Y	همچنین	129	   56,808	0.0787	77.4444	persian_news_2019_00152331
648	همچنین گفت که به عراق کمک خواهد کرد تا.	Y	همچنین	129	   56,808	0.0787	77.7778	persian_news_2019_00879692
649	در جلسه اجتماعی اعلام شود وی همچنین با اشاره.	Y	همچنین	129	   56,808	0.0787	83.1111	persian_news_2019_00458192
650	اضافه شده است همچنین در این گزارش.	Y	همچنین	129	   56,808	0.0787	83.1429	persian_news_2019_00073264
651	دو مرحله مربوط به گذشته و يك مرحله در حال است.	Y	يك	130	   55,717	0.0772	102.2	persian_news_2017_00572093
652	و اين كار يك نفر و دو نفر نيست.	Y	يك	130	   55,717	0.0772	119.5714	persian_news_2016_00920761
653	اين براي سازمان ما يك اصل است.	Y	يك	130	   55,717	0.0772	148.1429	persian_news_2017_00208097
654	نه يك قدرت سياسی است ، نه قدرت اجتماعی.	Y	يك	130	   55,717	0.0772	156.5	persian_news_2019_00853903
655	همين امروز و نه شش ماه و يك سال ديگر.	Y	يك	130	   55,717	0.0772	168.2222	persian_news_2017_00895482
656	حدود 150 نفر از در حال طی شدن بود.	Y	شدن	131	   54,361	0.0753	96.125	persian_news_2019_00398656
657	شدن است البته از کمک‎ها و خدمات خود به..	Y	شدن	131	   54,361	0.0753	111.6	persian_news_2017_00645475
658	پيش از اين بحث اسلامی شدن دانشگاه ها مطرح بود.	Y	شدن	131	   54,361	0.0753	113.9	persian_news_2017_00385759
659	و از سوی دیگر باز شدن دست شرکت.	Y	شدن	131	   54,361	0.0753	121.5	persian_news_2019_00919153
660	ملی شدن صنعت نفت است در این زمینه..	Y	شدن	131	   54,361	0.0753	125.125	persian_news_2017_00817950
661	و ملت های منطقه است در سال 1967.	Y	منطقه	132	   54,235	0.0751	75.4286	persian_news_2019_00988505
662	مجلس یک طرح مطرح بود که های آمریکا در منطقه..	Y	منطقه	132	   54,235	0.0751	79.3	persian_news_2017_00774712
663	های آزاد و بازار های منطقه در.	Y	منطقه	132	   54,235	0.0751	85	persian_news_2019_00856853
664	گفت روابط با ایران و کشورهای منطقه برای.	Y	منطقه	132	   54,235	0.0751	94.5	persian_news_2019_00724323
665	داشته باشد و در منطقه ای.	Y	منطقه	132	   54,235	0.0751	95	persian_news_2019_00423862
666	این واحد برای انجام طرح های توسعه خود به..	Y	توسعه	133	   54,125	0.075	85.6667	persian_news_2017_00172690
667	دو کشور در حوزه به دلیل توسعه استفاده از.	Y	توسعه	133	   54,125	0.075	88.8889	persian_news_2019_00507076
668	وی اظهار داشت که آذربایجان در حال توسعه است.	Y	توسعه	133	   54,125	0.075	95.6667	persian_news_2017_00910023
669	توسعه منابع گفت در این مراسم که با حضور..	Y	توسعه	133	   54,125	0.075	97.6667	persian_news_2016_00409189
670	و ما در توسعه توجه ویژه به بازار..	Y	توسعه	133	   54,125	0.075	100.875	persian_news_2017_00969250
671	و دانشگاه ها تاکید کرد و گفت.	Y	دانشگاه	134	   53,946	0.0747	76.5	persian_news_2019_00955662
672	بیان کرد دانشگاه به عنوان دانشگاه هدف در این.	Y	دانشگاه	134	   53,946	0.0747	78.75	persian_news_2019_00216076
673	در این دانشگاه برگزار می شود.	Y	دانشگاه	134	   53,946	0.0747	88	persian_news_2019_00440059
674	است افزود در دانشگاه ها باید.	Y	دانشگاه	134	   53,946	0.0747	89.1429	persian_news_2019_00058917
675	و همکاری با دانشگاه های ایران است معاون بین..	Y	دانشگاه	134	   53,946	0.0747	92.1111	persian_news_2016_00977100
676	که پیش از انقلاب و در زمان..	Y	انقلاب	135	   53,810	0.0745	66.1429	persian_news_2016_00731492
677	هم مربوط به بعد از انقلاب است وی افزود..	Y	انقلاب	135	   53,810	0.0745	82.1111	persian_news_2017_00892367
678	و انقلاب تهران گفت تاکید ما بر بررسی.	Y	انقلاب	135	   53,810	0.0745	91.375	persian_news_2019_00935606
679	که به ویژه در سال های پس از انقلاب.	Y	انقلاب	135	   53,810	0.0745	94.2	persian_news_2019_00712603
680	آغاز شده است رییس انقلاب اسلامی کشور ادامه..	Y	انقلاب	135	   53,810	0.0745	107.625	persian_news_2017_00073710
681	با بیان اینکه آقای در این جلسه اعلام کرد.	Y	آقای	136	   53,335	0.0739	82.8889	persian_news_2019_00199017
682	آقای گفته نمی شود که این ها همه به.	Y	آقای	136	   53,335	0.0739	96.9	persian_news_2019_00082742
683	تهران ادامه داد آقای زمانی که در استان.	Y	آقای	136	   53,335	0.0739	109.625	persian_news_2019_00357074
684	اما دولت آقای روحانی وارد این حوزه ها شده است.	Y	آقای	136	   53,335	0.0739	115.2	persian_news_2019_00110339
685	در اين صورت به جای اينکه دولت، آقای مردم باشد مردم، آقای دولت هستند.	Y	آقای	136	   53,335	0.0739	124.8182	persian_news_2016_00496493
686	دفاع و هم بعد از آن روی این موضوع.	Y	بعد	137	   53,257	0.0738	92.6667	persian_news_2019_00498615
687	اساسی دارد وی اظهار کرد از این بعد.	Y	بعد	137	   53,257	0.0738	101.75	persian_news_2019_00057706
688	دور دوم انتخابات قرار است دو هفته بعد از دور اول آن برگزار شود.	Y	بعد	137	   53,257	0.0738	104.6154	persian_news_2017_00567317
689	می توان گفت بعد از سال 59 یک کشور..	Y	بعد	137	   53,257	0.0738	107.1111	persian_news_2016_00752795
690	این دو تن بعد از یک روز از بازداشت آزاد شدند.	Y	بعد	137	   53,257	0.0738	118.6	persian_news_2016_00150007
691	وی تا سال 1997 در این تیم بازی کرد.	Y	تیم	138	   52,851	0.0732	58.5	persian_news_2019_00948130
692	با تمام قدرت شرکت می کنند و تیم..	Y	تیم	138	   52,851	0.0732	92.625	persian_news_2017_00246030
693	تلاش کرد و تیم را ساخت در ادامه.	Y	تیم	138	   52,851	0.0732	92.75	persian_news_2019_00350767
694	باشد همه تیم ها روی تیم ملی ایران.	Y	تیم	138	   52,851	0.0732	98.4286	persian_news_2019_00211233
695	برگزار خواهد شد دو تیم از ساعت.	Y	تیم	138	   52,851	0.0732	99.4286	persian_news_2019_00244974
696	و این مهم در عمل خود را نشان داد.	Y	نشان	139	   52,649	0.0729	82.4444	persian_news_2017_00921592
697	نشان داده است و اکنون نیز با حضور.	Y	نشان	139	   52,649	0.0729	90.125	persian_news_2019_00838490
698	آب را نشان می دهد که باید برای آن.	Y	نشان	139	   52,649	0.0729	95	persian_news_2019_00017866
699	شده است، این امر را نشان می دهد.	Y	نشان	139	   52,649	0.0729	98.125	persian_news_2016_00644884
700	۴ درصد رشد کرد و برای کل هفته بیش از یک درصد افزایش نشان داد.	Y	نشان	139	   52,649	0.0729	99.0769	persian_news_2016_00008044
701	در این ها منتشر کرد که برخی از آن.	Y	برخی	140	   52,464	0.0727	61.4444	persian_news_2019_00446596
702	برخی از اقدامات انجام شده در این دولت بود.	Y	برخی	140	   52,464	0.0727	77.7778	persian_news_2016_00280828
703	گفت این که برخی مسئولان اعلام می کنند تولید.	Y	برخی	140	   52,464	0.0727	93.3333	persian_news_2019_00723615
704	ی در برخی از شهرستان های استان هم اشاره کرد..	Y	برخی	140	   52,464	0.0727	94	persian_news_2017_00508469
705	در برخی از استان های غرب کشور و..	Y	برخی	140	   52,464	0.0727	95.875	persian_news_2017_00508446
706	تنها در آمریکا در حال استفاده است.	Y	تنها	141	   52,330	0.0725	87.5	persian_news_2016_00406201
707	برگزار شد افزود در سال های گذشته شبکه تنها..	Y	تنها	141	   52,330	0.0725	100	persian_news_2016_00285608
708	بود ما امروز نه تنها در مورد مسائل و..	Y	تنها	141	   52,330	0.0725	101	persian_news_2017_00363777
709	در باز هم تنها است که البته بازی های.	Y	تنها	141	   52,330	0.0725	112.4444	persian_news_2019_00450747
710	از این رسمی تنها یک میلیون و ۳۲۵ هزار.	Y	تنها	141	   52,330	0.0725	116.75	persian_news_2019_00043051
711	است که دو میلیون ایرانی به عراق.	Y	عراق	142	   52,282	0.0724	108	persian_news_2019_00064533
712	در دیدار با رئیس مجلس عراق مطرح کرد؛	Y	عراق	142	   52,282	0.0724	108.875	persian_news_2019_00466517
713	خود را کرده اند ارتش عراق قرار است با.	Y	عراق	142	   52,282	0.0724	111.6667	persian_news_2019_00418600
714	رييس جمهوری آمريکا گفت که ايران اين افراد را در آب های عراق بازداشت کرده است.	Y	عراق	142	   52,282	0.0724	112.5625	persian_news_2016_00604156
715	است و تاکنون حدود 400 نفر از های عراق..	Y	عراق	142	   52,282	0.0724	112.625	persian_news_2017_00063123
716	او نیز پیش از این چند بار بازداشت شده است.	Y	چند	143	   52,203	0.0723	90.7	persian_news_2017_00190456
717	چند نفر با شما در اين طرح همکاری می کنند؟	Y	چند	143	   52,203	0.0723	90.9	persian_news_2016_00432223
718	در این بحث چند مورد را مطرح کرده اند که مهم است.	Y	چند	143	   52,203	0.0723	98.8333	persian_news_2019_00437850
719	و گفت در حال حاضر  های چند استان وارد.	Y	چند	143	   52,203	0.0723	100.8	persian_news_2019_00983345
720	افزایش می شود او گفت در چند هفته اخیر.	Y	چند	143	   52,203	0.0723	106.3333	persian_news_2019_00079134
721	قیمت از سوی دولت اعلام شده است اما بازار.	Y	بازار	144	   51,709	0.0716	73.3333	persian_news_2019_00680232
722	امروز در بازار تهران طرح جدید با 25 هزار.	Y	بازار	144	   51,709	0.0716	89.875	persian_news_2019_00119381
723	های داخلی در بازار را در ادامه می.	Y	بازار	144	   51,709	0.0716	100.7143	persian_news_2019_00858427
724	ایران در بازار های بین المللی اشاره کرد.	Y	بازار	144	   51,709	0.0716	108.5	persian_news_2016_00031287
725	سال گذشته هر دلار آمریکا در بازار آزاد 1053 تومان بود.	Y	بازار	144	   51,709	0.0716	109.4	persian_news_2016_00617743
726	گفت: اين موضوع برای ما مهم نيست.	Y	نيست	145	   50,548	0.07	88.2857	persian_news_2016_00740750
727	اين که دليل شرکت در انتخابات نيست.	Y	نيست	145	   50,548	0.07	99.1429	persian_news_2016_00225138
728	در حالی که در جمهوری اسلامی اين‏طور نيست.	Y	نيست	145	   50,548	0.07	115	persian_news_2017_00519174
729	كه از نظر شما نيز دور نيست.	Y	نيست	145	   50,548	0.07	123.1429	persian_news_2016_00714583
730	اطلاعات گذشته، قابل استفاده در زمان حال نيست.	Y	نيست	145	   50,548	0.07	131.25	persian_news_2017_00070053
731	کاهش در ایران در حالی است که هر.	Y	کاهش	146	   50,405	0.0698	80.1429	persian_news_2019_00693310
732	در شهرستان است وی با اشاره به کاهش سطح..	Y	کاهش	146	   50,405	0.0698	83.1111	persian_news_2016_00527351
733	۵ درصد کاهش را به دنبال داشته است.	Y	کاهش	146	   50,405	0.0698	88.7143	persian_news_2019_00008718
734	نسبت به سال قبل 17درصد کاهش داشته است.	Y	کاهش	146	   50,405	0.0698	94.375	persian_news_2019_00837832
735	در مورد افزایش تولید و کاهش قیمت.	Y	کاهش	146	   50,405	0.0698	94.7143	persian_news_2019_00486787
736	سفر خود را در ایران آغاز می کند.	Y	آغاز	147	   50,336	0.0697	64.5	persian_news_2017_00631746
737	اجرای این طرح از سال 89 آغاز شد.	Y	آغاز	147	   50,336	0.0697	70.8571	persian_news_2017_00022748
738	امسال آغاز شده است وی افزود 27 از..	Y	آغاز	147	   50,336	0.0697	76.2857	persian_news_2016_00133136
739	آغاز شد ساخت این در سال 1381 آغاز شده..	Y	آغاز	147	   50,336	0.0697	77.1429	persian_news_2016_00073257
740	از زمان آغاز این جنگ در سال ۲۰۱۵ با.	Y	آغاز	147	   50,336	0.0697	78.25	persian_news_2019_00049027
741	سال ۹۸ کشور گفت این روز ها موضوع مهم.	Y	موضوع	148	   49,910	0.0691	95.3333	persian_news_2019_00569618
742	صورت خواهد گرفت با اشاره به موضوع افزایش قیمت.	Y	موضوع	148	   49,910	0.0691	97.2222	persian_news_2019_00625199
743	گفت امام به این موضوع می کرد چرا که.	Y	موضوع	148	   49,910	0.0691	99.4	persian_news_2019_00723479
744	«این موضوع نیز بیش از ۲ برابر کاهش داشته» است.	Y	موضوع	148	   49,910	0.0691	99.4444	persian_news_2016_00165470
745	موضوع مربوط به سه نفر است و دادگاه در مورد سه نفر ادامه دارد.	Y	موضوع	148	   49,910	0.0691	99.75	persian_news_2017_00835285
746	زمان جنگ و کمک این کشور به مردم در..	Y	زمان	149	   49,882	0.0691	92.6667	persian_news_2017_00608234
747	اعلام کرد آزاد سازی ادامه دارد و تا زمان..	Y	زمان	149	   49,882	0.0691	109.6667	persian_news_2017_00073082
748	فروش به صورت هم زمان آغاز می.	Y	زمان	149	   49,882	0.0691	112.7143	persian_news_2019_00663516
749	زمان صادرات در ایران بیش از ۲۶ روز است.	Y	زمان	149	   49,882	0.0691	113.875	persian_news_2019_00558432
750	در مجلس حدود دو سال روی آن کار شد اما همان زمان یک مشکل داشت.	Y	زمان	149	   49,882	0.0691	114.1333	persian_news_2017_00543074
751	۲ درصد نسبت به سال گذشته رشد کرده است.	Y	نسبت	150	   49,870	0.0691	74.875	persian_news_2019_00004411
752	می کند که این میزان نسبت به..	Y	نسبت	150	   49,870	0.0691	84.7143	persian_news_2016_00814829
753	سال باید 20درصد نسبت به سال قبل در..	Y	نسبت	150	   49,870	0.0691	85.4286	persian_news_2017_00617453
754	در زمینه انجام شده است اما هنوز نسبت به..	Y	نسبت	150	   49,870	0.0691	91.7778	persian_news_2017_00527636
755	ملت ها، از جمله نسبت به ملت ایران است.	Y	نسبت	150	   49,870	0.0691	96.375	persian_news_2016_00816727
756	ادامه داد این گروه ها تا پایان.	Y	گروه	151	   49,587	0.0687	105.75	persian_news_2019_00029141
757	تهران گذشته از این گروه از  های دولتی که.	Y	گروه	151	   49,587	0.0687	111.1111	persian_news_2019_00364215
758	گروه های ی بر اساس آن حضور داشته باشند و..	Y	گروه	151	   49,587	0.0687	118.9	persian_news_2017_00737620
759	وی همچنین از شرکت سه گروه آزاد در این نمایشگاه خبر داد.	Y	گروه	151	   49,587	0.0687	125.5	persian_news_2016_00974733
760	جمهوری اسلامی ایران به عنوان رئیس جدید گروه ۷۷ سازمان ملل انتخاب شد.	Y	گروه	151	   49,587	0.0687	126.5833	persian_news_2019_00378014
761	مربوط به این هم تولید شده است وی در.	Y	تولید	152	   49,374	0.0684	64.2222	persian_news_2019_00777490
762	تن هم در استان تولید شد که این..	Y	تولید	152	   49,374	0.0684	65.625	persian_news_2017_00410080
763	از 550 هزار تن در استان تولید شود..	Y	تولید	152	   49,374	0.0684	79.4286	persian_news_2017_00037485
764	کنیم وی با اشاره به اینکه تولید این در..	Y	تولید	152	   49,374	0.0684	82.3333	persian_news_2017_00731157
765	در کشور بیش از 420هزار تن تولید می شود..	Y	تولید	152	   49,374	0.0684	86.4444	persian_news_2017_00539747
766	دو میلیون و ٢٦٥ هزار از این میزان را..	Y	میلیون	153	   49,323	0.0683	79.875	persian_news_2017_00572187
767	۶ میلیون نفر است که باید بیشتر هم شده باشد.	Y	میلیون	153	   49,323	0.0683	86.3333	persian_news_2016_00011330
768	تومان و امام هم یک میلیون و ۲۳1 هزار..	Y	میلیون	153	   49,323	0.0683	97.1429	persian_news_2017_00414004
769	آغاز می شود در این مرحله ۱۱ میلیون نفر.	Y	میلیون	153	   49,323	0.0683	102.375	persian_news_2019_00076932
770	گفت تاکنون یک میلیون و ۱۵۰ هزار نفر برای.	Y	میلیون	153	   49,323	0.0683	103.5	persian_news_2019_00723978
771	بار است که توسط این کشور مطرح می شود.	Y	توسط	154	   48,785	0.0676	73.2222	persian_news_2016_00247387
772	مطرح شده توسط دولت حدود ۲۸ هزار نفر از.	Y	توسط	154	   48,785	0.0676	96.875	persian_news_2019_00793450
773	توسعه کسب و کار و تولید توسط را انجام داده و برای طرح در جلسه شورای.	Y	توسط	154	   48,785	0.0676	111.4286	persian_news_2019_00366338
774	 ای توسط ایران به ۶۵۰ میلیون تن در سال.	Y	توسط	154	   48,785	0.0676	112.7778	persian_news_2019_00013759
775	مدت 6 ماه توسط وزارت کشور و با همکاری..	Y	توسط	154	   48,785	0.0676	120	persian_news_2017_00784596
776	در جشنواره بودند که از آنها 12 کشور با..	Y	بودند	155	   48,518	0.0672	79.75	persian_news_2017_00514705
777	به او گفته بودند كه آزاد مى شود.	Y	بودند	155	   48,518	0.0672	96.625	persian_news_2016_00307756
778	در این مسابقات بیش از 7 هزار نفر شرکت کرده بودند.	Y	بودند	155	   48,518	0.0672	105.7	persian_news_2017_00496063
779	۳۲ حزب مختلف در این انتخابات شرکت کرده بودند.	Y	بودند	155	   48,518	0.0672	109.625	persian_news_2017_00006005
780	«از آنها چهار نفر بودند، از ما سه نفر.	Y	بودند	155	   48,518	0.0672	109.8571	persian_news_2016_00041701
781	شدند در حال حاضر در این حوزه ۹۸.	Y	شدند	156	   48,414	0.067	102.1667	persian_news_2019_00605617
782	ایران برای حضور در سال 2019 معرفی شدند که.	Y	شدند	156	   48,414	0.067	104.75	persian_news_2019_00032882
783	آنها نیز شدند وی با بیان اینکه فرهنگ.	Y	شدند	156	   48,414	0.067	105	persian_news_2019_00165070
784	شدند در خارج از کشور حدود 900 میلیون تا..	Y	شدند	156	   48,414	0.067	107	persian_news_2016_00644845
785	از نمایندگان دو انتخاب شدند تا در یک ماه..	Y	شدند	156	   48,414	0.067	115.7778	persian_news_2016_00056480
786	این کار برای این کشور خوب است، برای آنها خوب است، برای ما خوب است و برای جهان خوب است.	Y	جهان	157	   48,218	0.0668	93.9	persian_news_2019_00151106
787	٢ درصد از مردم جهان را در خود جای داده است.	Y	جهان	157	   48,218	0.0668	95.2	persian_news_2017_00004759
788	ی جهان را از آن خود کرد در این مسابقات.	Y	جهان	157	   48,218	0.0668	100.7	persian_news_2019_00379971
789	جهان در آن زمان از آن حمایت کرد و اکنون هم از آن حمایت می‌کند.	Y	جهان	157	   48,218	0.0668	114.1818	persian_news_2019_00379954
790	در این دوره 4500 نماینده از کشورهای مختلف جهان برگزار شد.	Y	جهان	157	   48,218	0.0668	128.5	persian_news_2017_00492306
791	البته نه اين بود و نه آن.	Y	نه	158	   47,679	0.066	69.5	persian_news_2017_00104325
792	، که او در پاسخ گفت: « نه، نه.	Y	نه	158	   47,679	0.066	76.1667	persian_news_2017_00731556
793	این هفته نه بازی در انجام شد.	Y	نه	158	   47,679	0.066	93	persian_news_2019_00165677
794	آمده بود نه آن زمان در یکی از.	Y	نه	158	   47,679	0.066	114.625	persian_news_2019_00116210
795	اين مشکل خود نظام است نه ما!	Y	نه	158	   47,679	0.066	122.2857	persian_news_2016_00228903
796	اظهار داشت 117 مورد از این تعداد به.	Y	اظهار	159	   47,539	0.0658	81.7143	persian_news_2019_00074062
797	و اظهار داشت امسال سازمان نیز به عنوان سازمان.	Y	اظهار	159	   47,539	0.0658	84.5	persian_news_2019_00921758
798	هفته های گذشته تهران اظهار کرد در این.	Y	اظهار	159	   47,539	0.0658	87.8889	persian_news_2019_00869199
799	اظهار کرده اند که در این انتخابات برای آنان.	Y	اظهار	159	   47,539	0.0658	102.9	persian_news_2019_00074304
800	در استان معرفی کرد و اظهار داشت.	Y	اظهار	159	   47,539	0.0658	118	persian_news_2019_00435236
801	دوره انتخابات سازمان نظام در این شهرستان خبر داد.	Y	نظام	160	   47,168	0.0653	89.1111	persian_news_2019_00505938
802	که این حق بر اطلاعات و نظام است که.	Y	نظام	160	   47,168	0.0653	89.625	persian_news_2019_00712229
803	است و دولت و نظام ی اسلامی ایران شما را.	Y	نظام	160	   47,168	0.0653	98.2222	persian_news_2019_00065166
804	 نظام  جمهوری  ایران  را به.	Y	نظام	160	   47,168	0.0653	98.8333	persian_news_2019_00014027
805	تولید می شود با نظام ی است وی با بیان..	Y	نظام	160	   47,168	0.0653	107.6667	persian_news_2016_00410396
806	وی در پایان با از تلاش های معاون فرهنگی..	Y	معاون	161	   46,627	0.0646	93.4444	persian_news_2017_00943757
807	در حال است معاون امور مجلس دانشگاه آزاد اسلامی..	Y	معاون	161	   46,627	0.0646	96.1111	persian_news_2016_00511258
808	در نامه ای به معاون وزیر کشور از.	Y	معاون	161	   46,627	0.0646	101.125	persian_news_2019_00487491
809	باشد معاون امور اقتصادی و توسعه منابع نسبت به سال قبل از آن ۲۸ درصد.	Y	معاون	161	   46,627	0.0646	103.3571	persian_news_2019_00211225
810	استان با حضور معاون اول رئیس جمهور در حال.	Y	معاون	161	   46,627	0.0646	105.8889	persian_news_2019_00059235
811	است با بیان اینکه در این طرح دولت مرکز.	Y	بیان	162	   45,825	0.0635	81.2222	persian_news_2019_00062031
812	را دارد عضو دولت با بیان اینکه با وجود.	Y	بیان	162	   45,825	0.0635	81.625	persian_news_2019_00514157
813	امسال را نیز کنند وی با بیان اینکه سازمان..	Y	بیان	162	   45,825	0.0635	86.1111	persian_news_2016_00133305
